CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
0,15,2,,,1,,,,1845,0,1,4,0,0,0,0,1,1,0,0,46,0,1,0,1,2,1,0,0,1
1,48,0,1,,,,,,8358,2,1,1,0,0,0,0,0,1,0,0,30,0,0,1,2,2,1,0,0,1
0,24,1,,,1,,,,3349,2,1,4,0,1,0,0,0,4,0,1,30,0,0,0,1,2,2,1,0,0
3,12,2,1,,,,,,2859,4,0,4,0,1,0,0,0,4,0,1,38,0,0,1,1,3,1,1,0,1
3,18,2,,,1,,,,1533,0,1,4,0,0,1,1,0,1,0,0,43,0,0,1,1,1,2,0,0,0
3,24,2,,,,1,,,3621,1,4,2,0,1,0,0,0,4,0,0,31,0,0,1,2,2,1,0,0,0
1,18,4,,,,,,1,3590,0,0,3,0,0,1,0,0,3,0,0,40,0,0,1,3,0,2,1,0,1
0,36,3,,,,,,1,2145,0,3,2,0,1,0,0,0,1,0,0,24,0,0,1,2,2,1,1,0,0
1,24,2,,1,,,,,4113,2,1,3,0,0,0,0,0,4,0,0,28,0,1,0,1,2,1,0,0,0
3,36,2,,,1,,,,10974,0,0,4,0,0,0,0,0,2,0,0,26,0,0,1,2,3,1,1,0,0
0,12,2,1,,,,,,1893,0,2,4,0,0,0,0,1,4,0,0,29,0,0,1,1,2,1,1,0,1
0,24,4,,,,1,,,1231,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,3,1,1,0,1
2,30,4,,,,1,,,3656,4,4,4,0,1,0,0,0,4,0,0,49,1,0,1,2,1,1,0,0,1
1,9,4,,,,1,,,1154,0,4,2,0,1,0,0,0,4,1,0,37,0,0,1,3,1,1,0,0,1
0,28,2,1,,,,,,4006,0,2,3,0,1,0,0,0,2,0,0,45,0,0,1,1,1,1,0,0,0
1,24,2,,,1,,,,3069,1,4,4,0,1,0,0,0,4,0,1,30,0,0,0,1,2,1,0,0,1
3,6,4,,,,1,,,1740,0,4,2,0,0,1,0,0,2,1,0,30,0,1,0,2,2,1,0,0,1
1,21,3,1,,,,,,2353,0,2,1,1,0,0,0,0,4,0,0,47,0,0,1,2,2,1,0,0,1
3,15,2,1,,,,,,3556,4,2,3,0,1,0,0,0,2,0,1,29,0,0,1,1,2,1,0,0,1
3,24,2,,,,1,,,2397,2,4,3,0,1,0,0,0,2,0,0,35,1,0,1,2,2,1,1,0,0
1,6,2,,,,,,,454,0,1,3,0,0,1,0,0,1,0,0,22,0,0,1,1,1,1,0,0,1
1,30,2,,,,1,,,1715,4,2,4,0,0,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0,1
1,27,4,,,,1,,,2520,2,2,4,0,1,0,0,0,2,0,0,23,0,0,1,2,1,1,0,0,0
3,15,2,,,,1,,,3568,0,4,4,0,0,0,0,0,2,0,0,54,1,1,0,1,3,1,1,0,1
3,42,2,,,,1,,,7166,4,3,2,0,0,1,0,0,4,0,0,29,0,1,0,1,2,1,1,0,1
0,11,4,1,,,,,,3939,0,2,1,0,1,0,0,0,2,1,0,40,0,0,1,2,1,2,0,0,1
1,15,2,,,,,,,1514,1,2,4,0,1,0,0,1,2,1,0,22,0,0,1,1,2,1,0,0,1
3,24,2,1,,,,,,7393,0,2,1,0,1,0,0,0,4,0,0,43,0,0,1,1,1,2,0,0,1
0,24,1,1,,,,,,1193,0,0,1,0,0,0,1,0,4,0,1,29,0,1,0,2,0,1,0,0,0
0,60,2,,,,,,1,7297,0,4,4,0,1,0,1,0,4,0,1,36,0,1,0,1,2,1,0,0,0
3,30,4,,,,1,,,2831,0,2,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,1
2,24,2,,,,1,,,1258,2,2,3,0,0,0,0,0,3,0,0,57,0,0,1,1,1,1,0,0,1
1,6,2,,,,1,,,753,0,2,2,0,0,0,0,1,3,1,0,64,0,0,1,1,2,1,0,0,1
1,18,3,,,,,,1,2427,4,4,4,0,1,0,0,0,2,0,0,42,0,0,1,2,2,1,0,0,1
3,24,3,1,,,,,,2538,0,4,4,0,1,0,0,0,4,0,0,47,0,0,1,2,1,2,0,0,0
1,15,1,1,,,,,,1264,1,2,2,0,0,1,0,0,2,0,0,25,0,1,0,1,2,1,0,0,0
1,30,4,,,1,,,,8386,0,3,2,0,1,0,0,0,2,0,0,49,0,0,1,1,2,1,0,0,0
3,48,2,,,,,,1,4844,0,0,3,0,1,0,0,0,2,0,0,33,1,1,0,1,3,1,1,0,0
2,21,2,1,,,,,,2923,1,2,1,0,0,0,0,0,1,0,0,28,1,0,1,1,3,1,1,0,1
0,36,2,,1,,,,,8229,0,2,2,0,1,0,0,0,2,0,0,26,0,0,1,1,2,2,0,0,0
3,24,4,,,1,,,,2028,0,3,2,0,1,0,0,0,2,0,0,30,0,0,1,2,1,1,0,0,1
0,15,4,,,1,,,,1433,0,2,4,0,0,0,0,0,3,0,0,25,0,1,0,2,2,1,0,0,1
2,42,0,,,,,,1,6289,0,1,2,1,0,0,0,0,1,0,0,33,0,0,1,2,2,1,0,0,1
3,13,2,,,,1,,,1409,1,0,2,0,0,0,0,0,4,1,0,64,0,0,1,1,2,1,0,0,1
0,24,2,,1,,,,,6579,0,0,4,0,1,0,0,0,2,0,1,29,0,0,0,1,3,1,1,0,1
1,24,4,,,,1,,,1743,0,4,4,0,1,0,0,0,2,0,0,48,0,0,1,2,1,1,0,0,1
3,12,4,,,,,1,,3565,4,1,2,0,1,0,0,0,1,0,0,37,0,0,1,2,1,2,0,0,1
3,15,1,,,,1,,,1569,1,4,4,0,1,0,0,0,4,0,0,34,1,0,1,1,1,2,0,0,1
0,18,2,,,,1,,,1936,4,3,2,0,0,1,0,0,4,0,0,23,0,1,0,2,1,1,0,0,1
0,36,2,,,1,,,,3959,0,0,4,0,1,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0,1
3,12,2,1,,,,,,2390,4,4,4,0,1,0,0,0,3,0,0,50,0,0,1,1,2,1,1,0,1
3,12,2,,,1,,,,1736,0,3,3,0,0,0,0,0,4,1,0,31,0,0,1,1,1,1,0,0,1
0,30,2,,1,,,,,3857,0,2,4,1,0,0,0,0,4,0,0,40,0,0,1,1,3,1,1,0,1
3,12,2,,,,1,,,804,0,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0,1
0,45,2,,,,1,,,1845,0,2,4,0,1,0,0,0,4,0,1,23,0,0,0,1,2,1,1,0,0
1,45,4,,1,,,,,4576,1,0,3,0,1,0,0,0,4,0,0,27,0,0,1,1,2,1,0,0,1
